trial,tStim,bStim,cue,prompt,fchoice,fcRT,est,estRT,conf,confRT,Participant,sessNum,presTime,counterBalance,waitTime,estTime,
0,739_MEDLOW.jpg,218_LOW.jpg,1,0,up,0.493873338913545,0.056,2.001,5,1.141,_sas,0,0.2,non,1.2,2.0,
