top,bottom,cue,prompt
1025_HIGH.jpg,118_MEDHIGH.jpg,3,0
1128_HIGH.jpg,235_MEDLOW.jpg,3,0
667_LOW.jpg,213_HIGH.jpg,3,0
895_LOW.jpg,1180_MEDHIGH.jpg,3,0
730_LOW.jpg,420_MEDLOW.jpg,3,0
1118_MEDHIGH.jpg,551_HIGH.jpg,3,0
192_MEDHIGH.jpg,751_LOW.jpg,3,0
441_MEDHIGH.jpg,691_MEDLOW.jpg,3,0
1126_MEDLOW.jpg,334_HIGH.jpg,3,0
1383_MEDLOW.jpg,947_LOW.jpg,3,0
